[ DEBUG ][ 2022-06-13 10:51:03,460 ][ utils ] ==> (1.171) 
            SELECT c.relname,
            CASE WHEN c.relispartition THEN 'p' WHEN c.relkind IN ('m', 'v') THEN 'v' ELSE 't' END
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None
[ DEBUG ][ 2022-06-13 10:51:50,730 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:50,731 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:50,733 ][ utils ] ==> (0.001) INSERT INTO "django_admin_log" ("action_time", "user_id", "content_type_id", "object_id", "object_repr", "action_flag", "change_message") VALUES ('2022-06-13T10:51:50.731850'::timestamp, 1, 6, '6', 'CA-TRANS-bouake===>CA-TRANS-san pedro:150FCFA', 2, '[{"changed": {"fields": ["Prix"]}}]') RETURNING "django_admin_log"."id"; args=(datetime.datetime(2022, 6, 13, 10, 51, 50, 731850), 1, 6, '6', 'CA-TRANS-bouake===>CA-TRANS-san pedro:150FCFA', 2, '[{"changed": {"fields": ["Prix"]}}]')
[ DEBUG ][ 2022-06-13 10:51:50,942 ][ utils ] ==> (0.162) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (302, 'POST', '/admin-back-office/start_form/montant/6/change/', '2022-06-13T10:51:50.779409'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(302, 'POST', '/admin-back-office/start_form/montant/6/change/', datetime.datetime(2022, 6, 13, 10, 51, 50, 779409), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
[ DEBUG ][ 2022-06-13 10:51:50,944 ][ utils ] ==> (0.001) UPDATE "django_session" SET "session_data" = 'MDE4YzM1NzA5OGY1ZTQ4NjBjMDRlNWQ2MGJlYjViZTE0NjAyZjg1MTp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUxOjUwLjcwNjQ4NiJ9', "expire_date" = '2022-06-27T10:51:50.943146'::timestamp WHERE "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba'; args=('MDE4YzM1NzA5OGY1ZTQ4NjBjMDRlNWQ2MGJlYjViZTE0NjAyZjg1MTp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUxOjUwLjcwNjQ4NiJ9', datetime.datetime(2022, 6, 27, 10, 51, 50, 943146), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:51:51,217 ][ utils ] ==> (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T10:51:51.199377'::timestamp AND "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 10, 51, 51, 199377), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:51:51,220 ][ utils ] ==> (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,223 ][ utils ] ==> (0.001) SELECT COUNT(*) AS "__count" FROM "start_form_montant"; args=()
[ DEBUG ][ 2022-06-13 10:51:51,226 ][ utils ] ==> (0.002) SELECT COUNT(*) AS "__count" FROM "start_form_montant"; args=()
[ DEBUG ][ 2022-06-13 10:51:51,239 ][ utils ] ==> (0.001) SELECT "start_form_montant"."id", "start_form_montant"."compagnie_id", "start_form_montant"."depart_id", "start_form_montant"."destination_id", "start_form_montant"."prix" FROM "start_form_montant" ORDER BY "start_form_montant"."id" DESC; args=()
[ DEBUG ][ 2022-06-13 10:51:51,278 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 10 LIMIT 21; args=(10,)
[ DEBUG ][ 2022-06-13 10:51:51,280 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,281 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 10:51:51,283 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 9 LIMIT 21; args=(9,)
[ DEBUG ][ 2022-06-13 10:51:51,284 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,286 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,292 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 9 LIMIT 21; args=(9,)
[ DEBUG ][ 2022-06-13 10:51:51,293 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,295 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,297 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 10 LIMIT 21; args=(10,)
[ DEBUG ][ 2022-06-13 10:51:51,299 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,300 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 10:51:51,304 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 7 LIMIT 21; args=(7,)
[ DEBUG ][ 2022-06-13 10:51:51,305 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:51:51,306 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,308 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 10:51:51,309 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:51:51,311 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,315 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 10:51:51,316 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:51:51,319 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,322 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 7 LIMIT 21; args=(7,)
[ DEBUG ][ 2022-06-13 10:51:51,323 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:51:51,325 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,329 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:51:51,331 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,333 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,334 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,336 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,337 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,340 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,342 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,344 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:51:51,346 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:51:51,347 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,348 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,570 ][ utils ] ==> (0.215) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (200, 'GET', '/admin-back-office/start_form/montant/', '2022-06-13T10:51:51.354735'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(200, 'GET', '/admin-back-office/start_form/montant/', datetime.datetime(2022, 6, 13, 10, 51, 51, 354735), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
[ DEBUG ][ 2022-06-13 10:51:51,575 ][ utils ] ==> (0.001) UPDATE "django_session" SET "session_data" = 'MTJmZDdjNWMyZWIxM2YxMTBhZGQ2ODZlYzE2ZjM3ZjcxYTM0M2Y4Yzp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUxOjUxLjIyMDgxNyJ9', "expire_date" = '2022-06-27T10:51:51.572122'::timestamp WHERE "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba'; args=('MTJmZDdjNWMyZWIxM2YxMTBhZGQ2ODZlYzE2ZjM3ZjcxYTM0M2Y4Yzp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUxOjUxLjIyMDgxNyJ9', datetime.datetime(2022, 6, 27, 10, 51, 51, 572122), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:51:51,646 ][ utils ] ==> (0.003) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T10:51:51.627255'::timestamp AND "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 10, 51, 51, 627255), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:51:51,648 ][ utils ] ==> (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:51:51,669 ][ utils ] ==> (0.019) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (200, 'GET', '/admin-back-office/jsi18n/', '2022-06-13T10:51:51.650694'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(200, 'GET', '/admin-back-office/jsi18n/', datetime.datetime(2022, 6, 13, 10, 51, 51, 650694), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
